file,manner,path,agent,itemset,blocktype,blocknum, trialnum
vibrate_behind_6.mp4,vibrate,behind,6,X,A,1, 1
bounce_underfar_6.mp4,bounce,underfar,6,X,A,1, 2
stopstart_past_6.mp4,stopstart,past,6,X,A,1, 3
halfrotate_under_6.mp4,halfrotate,under,6,X,A,1, 4
wheelie_to_3.mp4,wheelie,to,3,W,D,2, 5
rotate_tofar_8.mp4,rotate,tofar,8,W,D,2, 6
rock_circle_1.mp4,rock,circle,1,W,D,2, 7
sine_onto_2.mp4,sine,onto,2,W,D,2, 8
none_control5_5.mp4,none,control5,5,Z,C,3, 9
none_control7_6.mp4,none,control7,6,Z,C,3, 10
none_control8_4.mp4,none,control8,4,Z,C,3, 11
none_control6_7.mp4,none,control6,7,Z,C,3, 12
sine_onto_1.mp4,sine,onto,1,W,S,4, 13
sine_onto_1.mp4,sine,onto,1,W,S,4, 14
sine_onto_1.mp4,sine,onto,1,W,S,4, 15
sine_onto_1.mp4,sine,onto,1,W,S,4, 16
bounce_underfar_5.mp4,bounce,underfar,5,X,M,5, 17
bounce_past_4.mp4,bounce,past,4,X,M,5, 18
bounce_under_6.mp4,bounce,under,6,X,M,5, 19
bounce_behind_7.mp4,bounce,behind,7,X,M,5, 20
sine_tofar_2.mp4,sine,tofar,2,W,P,6, 21
wheelie_tofar_3.mp4,wheelie,tofar,3,W,P,6, 22
rotate_tofar_1.mp4,rotate,tofar,1,W,P,6, 23
rock_tofar_8.mp4,rock,tofar,8,W,P,6, 24
bounce_past_7.mp4,bounce,past,7,X,P,7, 25
vibrate_past_4.mp4,vibrate,past,4,X,P,7, 26
stopstart_past_5.mp4,stopstart,past,5,X,P,7, 27
halfrotate_past_6.mp4,halfrotate,past,6,X,P,7, 28
wheelie_circle_8.mp4,wheelie,circle,8,W,M,8, 29
wheelie_to_1.mp4,wheelie,to,1,W,M,8, 30
wheelie_tofar_2.mp4,wheelie,tofar,2,W,M,8, 31
wheelie_onto_3.mp4,wheelie,onto,3,W,M,8, 32
stopstart_behind_5.mp4,stopstart,behind,5,X,S,9, 33
stopstart_behind_5.mp4,stopstart,behind,5,X,S,9, 34
stopstart_behind_5.mp4,stopstart,behind,5,X,S,9, 35
stopstart_behind_5.mp4,stopstart,behind,5,X,S,9, 36
none_control4_3.mp4,none,control4,3,Y,C,10, 37
none_control3_8.mp4,none,control3,8,Y,C,10, 38
none_control1_1.mp4,none,control1,1,Y,C,10, 39
none_control2_2.mp4,none,control2,2,Y,C,10, 40
halfrotate_behind_4.mp4,halfrotate,behind,4,X,D,11, 41
stopstart_underfar_5.mp4,stopstart,underfar,5,X,D,11, 42
bounce_past_6.mp4,bounce,past,6,X,D,11, 43
vibrate_under_7.mp4,vibrate,under,7,X,D,11, 44
rotate_to_2.mp4,rotate,to,2,W,A,12, 45
rock_tofar_2.mp4,rock,tofar,2,W,A,12, 46
sine_circle_2.mp4,sine,circle,2,W,A,12, 47
wheelie_onto_2.mp4,wheelie,onto,2,W,A,12, 48
