file,manner,path,agent,itemset,blocktype,blocknum, trialnum
stopstart_behind_7.mp4,stopstart,behind,7,X,S,1, 1
stopstart_behind_7.mp4,stopstart,behind,7,X,S,1, 2
stopstart_behind_7.mp4,stopstart,behind,7,X,S,1, 3
stopstart_behind_7.mp4,stopstart,behind,7,X,S,1, 4
sine_tofar_2.mp4,sine,tofar,2,W,M,2, 5
sine_to_1.mp4,sine,to,1,W,M,2, 6
sine_circle_3.mp4,sine,circle,3,W,M,2, 7
sine_onto_8.mp4,sine,onto,8,W,M,2, 8
bounce_underfar_6.mp4,bounce,underfar,6,X,P,3, 9
vibrate_underfar_4.mp4,vibrate,underfar,4,X,P,3, 10
stopstart_underfar_5.mp4,stopstart,underfar,5,X,P,3, 11
halfrotate_underfar_7.mp4,halfrotate,underfar,7,X,P,3, 12
rotate_circle_3.mp4,rotate,circle,3,W,A,4, 13
sine_tofar_3.mp4,sine,tofar,3,W,A,4, 14
wheelie_to_3.mp4,wheelie,to,3,W,A,4, 15
rock_onto_3.mp4,rock,onto,3,W,A,4, 16
bounce_under_7.mp4,bounce,under,7,X,D,5, 17
halfrotate_underfar_6.mp4,halfrotate,underfar,6,X,D,5, 18
vibrate_past_4.mp4,vibrate,past,4,X,D,5, 19
stopstart_behind_5.mp4,stopstart,behind,5,X,D,5, 20
none_control3_2.mp4,none,control3,2,Y,C,6, 21
none_control4_3.mp4,none,control4,3,Y,C,6, 22
none_control1_1.mp4,none,control1,1,Y,C,6, 23
none_control2_8.mp4,none,control2,8,Y,C,6, 24
none_control5_5.mp4,none,control5,5,Z,C,7, 25
none_control8_6.mp4,none,control8,6,Z,C,7, 26
none_control6_4.mp4,none,control6,4,Z,C,7, 27
none_control7_7.mp4,none,control7,7,Z,C,7, 28
wheelie_tofar_3.mp4,wheelie,tofar,3,W,D,8, 29
rotate_circle_1.mp4,rotate,circle,1,W,D,8, 30
rock_to_8.mp4,rock,to,8,W,D,8, 31
sine_onto_2.mp4,sine,onto,2,W,D,8, 32
bounce_under_6.mp4,bounce,under,6,X,A,9, 33
halfrotate_behind_6.mp4,halfrotate,behind,6,X,A,9, 34
vibrate_past_6.mp4,vibrate,past,6,X,A,9, 35
stopstart_underfar_6.mp4,stopstart,underfar,6,X,A,9, 36
wheelie_to_8.mp4,wheelie,to,8,W,P,10, 37
rotate_to_1.mp4,rotate,to,1,W,P,10, 38
rock_to_2.mp4,rock,to,2,W,P,10, 39
sine_to_3.mp4,sine,to,3,W,P,10, 40
vibrate_under_4.mp4,vibrate,under,4,X,M,11, 41
vibrate_past_5.mp4,vibrate,past,5,X,M,11, 42
vibrate_behind_6.mp4,vibrate,behind,6,X,M,11, 43
vibrate_underfar_7.mp4,vibrate,underfar,7,X,M,11, 44
rock_tofar_1.mp4,rock,tofar,1,W,S,12, 45
rock_tofar_1.mp4,rock,tofar,1,W,S,12, 46
rock_tofar_1.mp4,rock,tofar,1,W,S,12, 47
rock_tofar_1.mp4,rock,tofar,1,W,S,12, 48
