file,manner,path,agent,itemset,blocktype,blocknum, trialnum
halfrotate_behind_4.mp4,halfrotate,behind,4,X,M,1, 1
halfrotate_past_5.mp4,halfrotate,past,5,X,M,1, 2
halfrotate_under_6.mp4,halfrotate,under,6,X,M,1, 3
halfrotate_underfar_7.mp4,halfrotate,underfar,7,X,M,1, 4
wheelie_circle_1.mp4,wheelie,circle,1,W,P,2, 5
rock_circle_2.mp4,rock,circle,2,W,P,2, 6
sine_circle_3.mp4,sine,circle,3,W,P,2, 7
rotate_circle_8.mp4,rotate,circle,8,W,P,2, 8
vibrate_behind_6.mp4,vibrate,behind,6,X,A,3, 9
halfrotate_underfar_6.mp4,halfrotate,underfar,6,X,A,3, 10
bounce_under_6.mp4,bounce,under,6,X,A,3, 11
stopstart_past_6.mp4,stopstart,past,6,X,A,3, 12
sine_to_1.mp4,sine,to,1,W,D,4, 13
rock_tofar_2.mp4,rock,tofar,2,W,D,4, 14
wheelie_circle_3.mp4,wheelie,circle,3,W,D,4, 15
rotate_onto_8.mp4,rotate,onto,8,W,D,4, 16
none_control6_5.mp4,none,control6,5,Z,C,5, 17
none_control8_7.mp4,none,control8,7,Z,C,5, 18
none_control5_4.mp4,none,control5,4,Z,C,5, 19
none_control7_6.mp4,none,control7,6,Z,C,5, 20
rotate_onto_1.mp4,rotate,onto,1,W,S,6, 21
rotate_onto_1.mp4,rotate,onto,1,W,S,6, 22
rotate_onto_1.mp4,rotate,onto,1,W,S,6, 23
rotate_onto_1.mp4,rotate,onto,1,W,S,6, 24
stopstart_behind_7.mp4,stopstart,behind,7,X,S,7, 25
stopstart_behind_7.mp4,stopstart,behind,7,X,S,7, 26
stopstart_behind_7.mp4,stopstart,behind,7,X,S,7, 27
stopstart_behind_7.mp4,stopstart,behind,7,X,S,7, 28
none_control3_2.mp4,none,control3,2,Y,C,8, 29
none_control1_3.mp4,none,control1,3,Y,C,8, 30
none_control2_1.mp4,none,control2,1,Y,C,8, 31
none_control4_8.mp4,none,control4,8,Y,C,8, 32
bounce_under_5.mp4,bounce,under,5,X,D,9, 33
halfrotate_behind_7.mp4,halfrotate,behind,7,X,D,9, 34
vibrate_past_4.mp4,vibrate,past,4,X,D,9, 35
stopstart_underfar_6.mp4,stopstart,underfar,6,X,D,9, 36
rock_circle_3.mp4,rock,circle,3,W,A,10, 37
sine_onto_3.mp4,sine,onto,3,W,A,10, 38
wheelie_to_3.mp4,wheelie,to,3,W,A,10, 39
rotate_tofar_3.mp4,rotate,tofar,3,W,A,10, 40
bounce_past_6.mp4,bounce,past,6,X,P,11, 41
stopstart_past_4.mp4,stopstart,past,4,X,P,11, 42
halfrotate_past_7.mp4,halfrotate,past,7,X,P,11, 43
vibrate_past_5.mp4,vibrate,past,5,X,P,11, 44
rock_circle_1.mp4,rock,circle,1,W,M,12, 45
rock_onto_2.mp4,rock,onto,2,W,M,12, 46
rock_to_3.mp4,rock,to,3,W,M,12, 47
rock_tofar_8.mp4,rock,tofar,8,W,M,12, 48
