file,manner,path,agent,itemset,blocktype,blocknum, trialnum
wheelie_tofar_1.mp4,wheelie,tofar,1,W,A,1, 1
sine_circle_1.mp4,sine,circle,1,W,A,1, 2
rotate_to_1.mp4,rotate,to,1,W,A,1, 3
rock_onto_1.mp4,rock,onto,1,W,A,1, 4
vibrate_past_5.mp4,vibrate,past,5,X,D,2, 5
stopstart_under_4.mp4,stopstart,under,4,X,D,2, 6
halfrotate_behind_7.mp4,halfrotate,behind,7,X,D,2, 7
bounce_underfar_6.mp4,bounce,underfar,6,X,D,2, 8
none_control2_2.mp4,none,control2,2,Y,C,3, 9
none_control3_1.mp4,none,control3,1,Y,C,3, 10
none_control4_3.mp4,none,control4,3,Y,C,3, 11
none_control1_8.mp4,none,control1,8,Y,C,3, 12
halfrotate_behind_6.mp4,halfrotate,behind,6,X,S,4, 13
halfrotate_behind_6.mp4,halfrotate,behind,6,X,S,4, 14
halfrotate_behind_6.mp4,halfrotate,behind,6,X,S,4, 15
halfrotate_behind_6.mp4,halfrotate,behind,6,X,S,4, 16
rock_onto_8.mp4,rock,onto,8,W,M,5, 17
rock_to_1.mp4,rock,to,1,W,M,5, 18
rock_tofar_2.mp4,rock,tofar,2,W,M,5, 19
rock_circle_3.mp4,rock,circle,3,W,M,5, 20
stopstart_past_5.mp4,stopstart,past,5,X,P,6, 21
halfrotate_past_4.mp4,halfrotate,past,4,X,P,6, 22
bounce_past_6.mp4,bounce,past,6,X,P,6, 23
vibrate_past_7.mp4,vibrate,past,7,X,P,6, 24
wheelie_onto_3.mp4,wheelie,onto,3,W,P,7, 25
rotate_onto_1.mp4,rotate,onto,1,W,P,7, 26
rock_onto_2.mp4,rock,onto,2,W,P,7, 27
sine_onto_8.mp4,sine,onto,8,W,P,7, 28
bounce_past_7.mp4,bounce,past,7,X,M,8, 29
bounce_underfar_5.mp4,bounce,underfar,5,X,M,8, 30
bounce_under_4.mp4,bounce,under,4,X,M,8, 31
bounce_behind_6.mp4,bounce,behind,6,X,M,8, 32
sine_tofar_8.mp4,sine,tofar,8,W,S,9, 33
sine_tofar_8.mp4,sine,tofar,8,W,S,9, 34
sine_tofar_8.mp4,sine,tofar,8,W,S,9, 35
sine_tofar_8.mp4,sine,tofar,8,W,S,9, 36
none_control5_6.mp4,none,control5,6,Z,C,10, 37
none_control6_7.mp4,none,control6,7,Z,C,10, 38
none_control7_4.mp4,none,control7,4,Z,C,10, 39
none_control8_5.mp4,none,control8,5,Z,C,10, 40
sine_circle_8.mp4,sine,circle,8,W,D,11, 41
wheelie_to_1.mp4,wheelie,to,1,W,D,11, 42
rotate_tofar_2.mp4,rotate,tofar,2,W,D,11, 43
rock_onto_3.mp4,rock,onto,3,W,D,11, 44
bounce_under_5.mp4,bounce,under,5,X,A,12, 45
vibrate_underfar_5.mp4,vibrate,underfar,5,X,A,12, 46
stopstart_behind_5.mp4,stopstart,behind,5,X,A,12, 47
halfrotate_past_5.mp4,halfrotate,past,5,X,A,12, 48
