   0.0 	      0 
  18.0 	      5 
  21.0 	      5 
  24.0 	      5 
  27.0 	      5 
  30.0 	      5 
  33.0 	      5 
  36.0 	      4 
  39.0 	      4 
  42.0 	      4 
  45.0 	      4 
  48.0 	      4 
  51.0 	      4 
  54.0 	      3 
  57.0 	      3 
  60.0 	      3 
  63.0 	      3 
  66.0 	      3 
  69.0 	      3 
  72.0 	      2 
  75.0 	      2 
  78.0 	      2 
  81.0 	      2 
  84.0 	      2 
  87.0 	      2 
  90.0 	      1 
  93.0 	      1 
  96.0 	      1 
  99.0 	      1 
 102.0 	      1 
 105.0 	      1 
 108.0 	      0 
 126.0 	      1 
 129.0 	      1 
 132.0 	      1 
 135.0 	      1 
 138.0 	      1 
 141.0 	      1 
 144.0 	      2 
 147.0 	      2 
 150.0 	      2 
 153.0 	      2 
 156.0 	      2 
 159.0 	      2 
 162.0 	      3 
 165.0 	      3 
 168.0 	      3 
 171.0 	      3 
 174.0 	      3 
 177.0 	      3 
 180.0 	      4 
 183.0 	      4 
 186.0 	      4 
 189.0 	      4 
 192.0 	      4 
 195.0 	      4 
 198.0 	      5 
 201.0 	      5 
 204.0 	      5 
 207.0 	      5 
 210.0 	      5 
 213.0 	      5 
 216.0 	      0 
